FID,huc12num,areasqkm,Area,LATITUDE,LONGITUDE,pt30m,pt1h,pt2h,pt3h,pt6h,pt12h,pt24h,pt2d,pt3d,wp30m,wp1h,wp2h,wp3h,wp6h,wp12h,wp24h,wp2d,wp3d,WIPMP30m,WIPMP1h,WIPMP2h,WIPMP3h,WIPMP6h,WIPMP12h,WIPMP24h,WNPMP30m,WNPMP1h,WNPMP2h,WNPMP3h,WNPMP6h,WNPMP12h,WNPMP24h,STN30m,STN1h,STN2h,STN3h,STN6h,STN12h,STN24h
68,1.103E+11,123.68,48.2352,38.5636,-99.235,26.0106128,29.07379518,42.56794541,52.14252012,72.20568469,91.54794414,146.1685748,226.584428,238.9460555,26.84186155,31.09354841,44.00710894,54.98216755,77.17509005,97.64660351,162.1036727,254.340965,255.6508214,24.99108834,27.16655825,42.56794977,52.14252961,68.80962099,83.61757944,134.6251588,13.09669452,16.25761316,26.96196497,35.40774671,51.27416021,66.79031659,119.1070379,25.78975506,29.05381595,44.00711345,54.98217756,73.54529936,89.18794084,149.3018093
69,1.103E+11,140.39,54.7521,37.5433,-99.6383,29.54370017,37.00134984,43.18803363,54.93879776,89.04279236,134.0127677,182.874351,240.3669733,276.5150055,30.93572057,40.88582852,45.41521981,57.37394627,95.86121199,149.2697191,195.1633989,262.9047885,295.8502419,29.26646603,32.52511445,40.78273006,52.37826625,85.68576355,136.0831841,182.8572051,15.5625096,20.11070439,26.27499414,35.22595446,64.31262498,113.510804,155.6789451,30.6454239,35.93966863,42.88587589,54.69991984,92.24711991,151.5758462,195.1451008
70,1.103E+11,114.15,44.5185,38.5214,-98.5358,30.17964358,44.60250981,48.17687379,61.7297203,89.58920564,126.2875067,198.5743808,347.4211862,373.7953594,33.70667581,41.87538788,50.04409995,63.17020477,91.91900776,130.3526515,213.2688744,367.3487434,396.4561566,27.4964373,46.58528244,47.19859108,59.86834999,86.67888725,121.6943935,180.3989588,15.59530148,24.47387491,30.03811288,39.45410695,62.00219661,94.06710524,154.5649133,30.70988879,43.73692826,49.02790123,61.26539874,88.93300541,125.6116878,193.7484721
71,1.103E+11,144.61,56.3979,37.3842,-97.6431,37.47876036,47.66866296,56.59076576,68.5137006,90.33718254,143.3607614,269.7360089,294.2267289,318.7174489,38.86764286,50.97105593,59.69582953,72.92461849,94.43592241,150.6936674,285.472328,312.2208028,338.9692775,36.66601391,43.51393749,53.77530034,64.31613256,85.61465071,139.3955301,261.1208488,19.30992779,26.0358781,34.7543833,44.0851905,62.39678014,109.7288273,220.464596,38.02477777,46.5284991,56.72588308,68.45681066,89.49912189,146.5256144,276.354562
72,1.103E+11,114.07,44.4873,37.8967,-98.2711,35.50733188,42.14173927,48.77614665,55.9458602,72.38991979,110.2457105,195.1141067,320.3485902,341.7123588,41.08073433,52.43608349,57.52790802,64.13928881,76.53753806,114.2949491,210.3343008,361.9352874,379.0958791,33.35156822,40.8003616,45.01059293,53.56714811,70.54192827,104.0218089,167.1689517,19.59530211,28.40771302,32.52484079,39.54865068,51.99814289,80.76021623,143.7638462,38.58659159,50.76703536,53.08671201,61.41220764,74.5836649,107.8424485,180.2092384
73,1.103E+11,119.29,46.5231,38.0917,-96.89,31.02177564,43.21390051,46.95290124,61.27291711,90.39282164,177.8526353,241.8933534,277.6272471,316.4660912,36.29778069,49.36348532,49.98104901,64.96509574,94.83229564,183.9186249,258.4389621,291.1144107,331.0291128,24.79179228,32.68554452,41.78954389,55.65294465,88.13486338,168.063768,207.887915,14.73113392,27.28456693,27.25457742,37.99935537,64.46349537,130.1508443,177.1885859,29.00823762,48.75994125,44.48468968,59.00647542,92.46344199,173.7958904,222.1075372
74,1.103E+11,124.97,48.7383,37.6983,-96.9706,32.28272214,39.61651467,46.95030719,61.85719791,94.65909607,150.3464897,224.4068677,273.784056,305.8348952,35.76693443,41.68654958,47.60616473,63.01259115,95.41943957,157.2045435,230.2671473,278.9811877,324.7540955,31.8199016,38.27711268,45.75447638,59.76484077,93.99138065,137.4645756,224.4068795,17.90295862,40.2020663,28.4241152,39.20659924,66.05506737,107.6390697,183.6979616,35.25416256,71.84471595,46.39362914,60.88115213,94.74636077,143.735021,230.2671594
75,1.103E+11,146.97,57.3183,38.0528,-96.6378,33.33613463,48.05071833,48.3455068,64.27633545,108.2701092,182.4125732,227.8125851,284.1557564,345.3365777,36.9455024,43.61024038,50.27497836,67.39577426,118.2572659,204.2354702,242.4148575,311.5314283,379.3608316,27.64654103,42.01282436,45.39326892,62.43589599,107.7558579,185.7170577,230.6045596,15.55969536,21.33652308,28.92114923,42.15916097,82.05471606,155.7167663,195.7589501,30.6398855,38.13032215,47.20491652,65.46601517,117.6955785,207.9352861,245.3857913
76,1.103E+11,131.36,51.2304,37.6556,-96.5353,38.79583763,47.26639875,55.73695986,69.03679515,98.11653902,153.6318699,231.8833618,298.1395079,425.252038,39.94277874,48.46104285,56.97930695,70.57430654,106.8795787,162.7372207,251.8646222,336.6434736,510.7293507,36.56327458,50.70280785,55.11190032,68.65776875,103.5054176,155.8459479,224.2496783,19.11667603,29.08878568,34.51816632,45.19931477,78.60661314,123.6255809,194.31292,37.64421329,51.98430616,56.34031517,70.18683888,112.7497518,165.0825212,243.5731484
77,1.103E+11,136.99,53.4261,37.4372,-96.7669,36.7753517,43.46560795,50.1558642,60.45549605,91.38335389,145.3239876,220.7969007,264.6226395,328.0419461,38.31777008,45.56497894,52.8121878,66.37362085,97.20217724,149.8584267,228.4114525,274.6142911,360.6207858,34.82767966,38.00875064,48.93316728,59.7114357,89.38495717,142.4060013,219.7973788,18.42816001,28.16171293,31.56778709,42.21758027,66.28523114,109.9713021,181.3926351,36.28840949,50.32755355,51.52473517,65.55672276,95.07653287,146.8493926,227.3774604
78,1.103E+11,99.39,38.7621,37.0631,-97.04,38.36442915,44.92848851,51.49254787,59.61920801,85.92297042,125.523447,230.7667562,290.239002,361.6688001,39.94487452,48.38322018,56.82156584,69.08761505,93.09071388,131.1579521,246.5364403,315.0489513,391.1815395,34.73129752,39.77521989,41.60724454,42.90294106,76.16104309,122.3269394,237.1026869,18.36434216,32.40521489,28.13010571,32.01708086,57.52769705,95.71981768,202.0778366,36.16207388,57.91021222,45.91322207,49.71655907,82.51444098,127.8179594,253.3053434
79,1.104E+11,84.91,33.1149,37.0158,-102.555,27.33012492,33.54375404,41.22890391,48.31948181,65.23352569,86.80658858,100.2782525,123.3739576,144.9777146,29.47714907,42.12669467,43.46336888,51.23321092,71.4795966,94.15336365,111.1315389,137.1023635,166.6665216,24.30919066,24.58896319,36.10081174,42.06427793,52.95060878,73.15029437,80.30157442,13.31581746,17.28109301,23.31807291,28.7237634,40.45230846,59.41828132,70.99654006,26.21889358,30.88061471,38.05735173,44.60080991,58.02059777,79.3412848,88.99275086
80,1.104E+11,102.56,39.9984,37.5514,-101.6344,25.74252189,37.48047576,39.88710122,54.99158087,99.4420806,152.6088584,171.3297452,190.050632,230.3053288,27.97765316,41.46337837,42.03071408,56.86807444,104.9663267,157.7835066,176.8983571,196.0132075,234.0731877,24.77910589,33.58658674,37.48482057,51.962561,92.14197638,149.7576406,183.5321361,13.6762014,20.79137806,24.20035678,34.60526481,67.8083661,115.952471,151.1739146,26.93058719,37.15570109,39.49933005,53.73569445,97.26068418,154.8356099,189.4973538
81,1.104E+11,129,50.31,37.5333,-101.5667,27.76381271,36.87278106,42.87868274,56.74311354,96.02801296,149.2135744,202.6186931,215.736513,247.3749658,28.87874283,38.12140491,47.0830379,61.11075812,100.9593696,156.906044,239.538708,303.3545347,321.3289644,25.11570183,33.63026528,37.75668064,54.09622872,94.49980251,146.6570742,178.3752776,13.26657215,19.45569258,25.40067984,37.51869366,69.26647892,115.4892692,168.2298827,26.12428998,34.76908774,41.45881151,58.26013664,99.35268048,154.2177475,210.8777965
82,1.104E+11,145.35,56.6865,37.2706,-99.3272,35.1771949,47.26875172,55.41890561,71.63160161,110.0757956,180.1330724,299.7861744,409.2716931,435.3845586,36.11724724,48.79553387,58.3316977,76.4710631,113.8842721,189.6568037,318.3119891,428.2723588,461.6183169,35.32439424,47.50150026,56.03334861,72.52911687,110.2141096,182.1632308,304.3182306,18.41798525,27.43888435,36.13445979,49.86328803,79.49732525,143.6292445,257.775468,36.26838024,49.0358002,58.97843554,77.42921487,114.0273716,191.7942977,323.1241117
83,1.104E+11,149.95,58.4805,37.1942,-99.7633,33.79513876,42.41195745,51.04849156,64.43708372,102.9021752,159.4741101,190.3820362,238.8430964,269.1054197,35.65115675,46.38725029,53.6454496,68.11803753,112.1922718,175.9945322,206.6979966,264.91611,284.8754472,33.79514672,39.12267602,48.368402,59.06811805,102.9021902,159.4741395,189.3714461,18.10454719,23.94374237,31.14153528,40.21197741,78.21794455,131.7972757,164.0200755,35.65116515,42.78966296,50.82901752,62.44237091,112.1922882,175.9945647,205.6007978
84,1.105E+11,108.62,42.3618,36.8003,-99.6403,32.85681594,44.49373677,52.09508586,69.98031032,121.9862331,208.7486744,310.2180756,355.4791389,400.7402021,35.26307773,48.86888132,55.30388975,76.25939011,133.0607697,218.5594378,359.8114662,469.2766577,469.6359687,31.04737966,41.81658884,51.4541974,68.96971164,120.3608236,206.8645229,273.6910078,16.92141083,25.70026908,33.46647334,48.40091759,91.53118227,162.1959661,253.2453086,33.32112778,45.9284849,54.62352568,75.15811407,131.2877972,216.586735,317.4449542
85,1.105E+11,118.23,46.1097,36.6833,-98.55,36.7174852,42.40532913,48.09317306,58.34700828,86.9607419,156.5374951,236.3152697,311.4527791,321.1248491,38.28784483,43.89792084,49.50799685,62.78830907,99.91177208,174.0811222,256.4227054,294.6309784,332.8392514,34.68832173,48.84163275,46.33695754,53.18300457,73.38680876,141.9069021,219.0974228,18.3690302,32.34711886,29.22458814,36.85612599,58.78347738,118.1800973,189.6594286,36.17189665,57.80715831,47.70011629,57.2312279,84.31627825,157.8108347,237.7398379
86,1.106E+11,107.47,41.9133,37.0667,-98.9667,32.65978527,40.59051402,54.41616434,72.24222325,119.201947,174.6244446,302.2635257,467.4828579,485.1401753,34.47416875,43.74092403,56.80243991,75.57641398,137.7351955,203.0793304,363.7320345,528.5285896,528.8875533,31.55491717,38.42931181,51.66697062,69.32643052,97.15602446,138.279376,234.6795114,16.91471941,23.17297983,33.04323381,46.70592377,78.26655258,120.42771,225.2911167,33.30792075,41.41198132,53.93268764,72.52604885,112.2616229,160.8118677,282.4040907
87,1.106E+11,139.94,54.5766,36.8186,-98.6447,34.7560802,40.63039206,46.50470392,55.88366036,82.35422231,144.8869727,223.1269425,305.2548287,324.0615847,38.30022885,43.28398543,48.26774201,58.37993413,88.21552016,151.74706,231.4925408,311.816897,329.5768057,34.75609571,39.85350128,46.39772849,55.82122743,82.35423116,142.7969144,215.4387607,19.44981911,41.64066207,29.50428977,37.55382862,61.50189088,111.9997287,178.3122,38.30024594,74.41567207,48.15671104,58.31471238,88.21552964,149.5580419,223.5161095
88,1.106E+11,146.89,57.2871,37.2667,-98.3167,42.99881437,52.96138307,62.92395176,78.77173286,111.9277069,156.5775848,234.7161324,394.9755402,406.1062941,54.81710158,64.15960558,73.50210958,89.065817,134.86226,179.7707757,245.8372983,417.3478569,427.8356642,28.60070101,33.66685084,49.5168522,65.38960597,86.06324386,124.5002524,212.5790409,18.51612987,22.82222791,35.4376697,47.6129872,72.29594477,107.0451307,177.6223013,36.46164564,40.78541281,57.8411399,73.9348808,103.6980377,142.9419606,222.6513216
89,1.106E+11,69.63,27.1557,36.7747,-98.3583,38.88655319,51.4062619,54.39487214,67.36013573,95.37290452,166.9828573,232.9497596,270.9900312,309.0303027,40.56027971,53.19421559,62.9515519,72.1349152,104.0843371,172.133604,240.1737491,280.8873684,321.6009877,37.04105775,39.43532791,43.64261705,61.27469119,80.94491622,158.7625395,218.4909824,19.62947194,28.63580287,30.9545459,42.26875304,61.60094626,122.580558,179.7313718,38.63535181,51.15473083,50.50789466,65.61810788,88.33848554,163.6597226,225.2665917
90,1.106E+11,90.64,35.3496,37.155,-98.0283,35.81824623,49.87214026,53.70924169,69.63463452,111.1333111,168.6796076,247.3592839,338.7288726,339.3494044,40.25373296,48.21184652,56.16996007,71.70220167,115.5773679,183.7603033,252.4766942,304.3875796,356.2984649,31.29473177,44.01347959,53.26986022,70.18121023,116.1604099,152.7073723,233.8846011,17.86109774,29.21919458,34.13333629,46.53890301,84.22471414,124.5843843,190.4462599,35.1700574,52.21531649,55.7104481,72.26500611,120.805493,166.3600802,238.7232449
91,1.106E+11,112.13,43.7307,37.0247,-97.6092,35.75090376,48.38891882,55.11287727,73.50675115,111.2462761,165.5763285,255.8972126,349.5793479,374.0460124,37.23694537,57.02270727,57.48949603,79.27095373,114.829166,168.335531,285.6819806,380.2012648,425.2215148,35.68357395,47.4285917,50.12247154,65.83940378,110.0128051,165.1672263,255.7483394,18.87431939,31.27497178,32.03299151,45.72460119,79.16883483,125.7503747,227.773318,37.16681689,55.89103387,52.28389029,71.00235351,113.5559688,167.9196114,285.5157795
92,1.106E+11,89.52,34.9128,36.8,-97.3,32.31419076,44.70678107,51.74231487,64.85492779,89.83513602,127.8042709,171.1946819,235.5704443,255.6341785,34.56788099,49.02457799,56.62044374,70.73820578,96.07880141,138.1416044,180.7158522,256.216566,281.3420814,29.39213541,37.99917356,44.84208431,57.68524133,80.86823869,109.0709873,157.4234837,15.96792326,23.31777866,30.06471483,40.51962736,60.29946081,88.28843421,132.5726565,31.44203259,41.66914735,49.06967766,62.91812528,86.4886924,117.893096,166.1787545
93,1.10701E+11,114.65,44.7135,37.0614,-95.6356,35.94181293,48.0268828,51.65135953,68.85562182,117.6623618,194.5771204,297.6668601,325.4096917,370.3433148,37.98653821,50.9750306,56.76588653,73.5294911,119.9440859,199.154707,312.5103617,332.7714551,387.3558588,35.21017043,46.20092722,48.19446049,64.93382676,114.7715565,189.2645966,278.6017244,18.89788969,27.43962519,32.45129831,44.65499627,81.56796302,145.0694236,233.3406165,37.21327266,49.03698807,52.96668472,69.34148746,116.9972217,193.7172017,292.494521
94,1.10701E+11,65.46,25.5294,37.0333,-95.6167,38.89067907,49.90196266,56.22261319,71.59397724,113.902992,187.2210441,260.7369399,298.2014126,342.2810251,41.91687386,53.44540002,61.16999176,77.68198511,119.4345936,200.9631604,284.6255668,315.9926194,362.6899925,35.67394263,48.67955627,54.26686713,70.07947735,100.8113806,156.9650736,210.2294038,19.54065837,29.19181755,36.19147192,48.98909742,73.72185205,126.2078813,183.1148488,38.44983397,52.13619303,59.0421474,76.03869943,105.7071993,168.4863868,229.490548
95,1.10701E+11,93.85,36.6015,37.0347,-96.4631,38.60347871,48.46198363,62.79979082,82.50022457,112.4957973,163.2741994,275.8339998,304.0994246,469.5945296,40.04156987,50.76038432,67.87173971,92.41444256,124.4695399,172.623287,279.9707049,328.7406823,517.0566914,38.30022649,46.42736961,61.89132647,78.80807082,106.1649237,153.4418427,272.1805238,20.17505876,27.21216138,40.98251258,56.85124015,81.8950962,121.4892772,220.3930735,39.72702063,48.6292749,66.88990434,88.27859527,117.4648256,162.2279291,276.2624374
96,1.10701E+11,72.62,28.3218,36.7683,-96.0261,42.33671185,57.87046227,64.43128833,83.79051096,121.8868092,178.4593687,270.4469985,294.0788129,340.3385104,44.31229044,60.26016378,69.62871057,87.39321722,130.4286692,182.6348317,274.0317915,297.8620068,346.4429888,41.65151664,56.10560451,59.92384174,81.05362326,113.0897325,179.3639826,267.1053575,22.14640288,32.70059812,39.68425482,54.45248608,84.38218515,137.4798505,215.9301032,43.59512163,58.42242802,64.75766574,84.53865268,121.015091,183.5606111,270.6458568
97,1.10702E+11,136.18,53.1102,38.6753,-96.5258,32.81437034,49.52469038,49.58771821,62.95768848,95.90067813,137.4657673,177.7107656,232.9822884,260.9233058,35.04441785,43.25717025,51.46992265,66.56909569,99.74011119,150.9155799,195.8773217,256.6341772,289.0397519,29.43990786,43.77265471,49.47445806,63.41862196,94.13896197,135.1662094,175.0054882,15.96633637,21.3940241,31.46218028,43.18339612,68.2591726,111.1257917,153.8843057,31.44062866,38.2330745,51.35236348,67.05646944,97.90786382,148.3910305,192.8954962
98,1.10702E+11,108.37,42.2643,38.7675,-96.2567,32.03183473,37.39438002,49.40450148,61.55606733,90.96808236,132.7055315,171.7792711,231.8585011,249.1530805,33.97646237,40.26623472,51.50734907,64.01643901,96.09989093,145.3982177,187.1458123,242.0748908,270.5282547,29.91929204,33.27082625,47.00667718,58.8343897,84.79905002,115.6004456,154.8693265,16.11627302,20.04720762,30.025656,39.40303435,62.45534177,94.85009894,134.6008398,31.73566887,35.82599574,49.00746405,61.185977,89.5828432,126.6571074,168.723186
99,1.10702E+11,97.74,38.1186,38.6453,-96.3506,34.16157249,41.24171538,51.41723892,64.27163884,96.5214595,150.1746216,190.4038312,244.8248,282.783618,35.01461726,43.44609724,52.48108827,65.31195169,99.41018876,158.7370137,194.6483102,247.6095227,294.3182507,34.00026795,39.86497902,51.41724209,64.08170751,95.7720766,144.4615074,190.0843425,17.6977283,23.49993404,32.15418454,41.93618791,68.76915209,114.3521516,155.02297,34.8492848,41.99577391,52.48109151,65.1189461,98.63837806,152.6981592,194.3216995
100,1.10702E+11,135.09,52.6851,38.6667,-96.5,33.11360565,41.04460296,51.26883173,65.25445255,98.80601748,153.9163466,192.3956467,240.2884627,273.4062732,35.10593071,44.24711379,52.4423903,67.05645255,102.2901614,170.3770723,201.5548276,252.9005864,293.1710784,29.65631612,35.46584689,50.20319759,65.25446899,94.572987,134.0544533,184.1298181,15.96633705,21.39402484,31.46218116,43.18339717,68.2591739,111.1257933,153.8843074,31.44062866,38.2330745,51.35236348,67.05646944,97.90786382,148.3910305,192.8954962
101,1.10702E+11,103.5,40.365,38.3689,-96.5442,35.71639636,44.46877713,53.22115789,67.29978571,112.4093398,202.5542643,223.0771553,273.6335371,303.1995665,38.20387473,46.51625426,54.82863379,69.09431602,119.2519447,208.7554751,235.7070483,282.2509377,323.401704,35.52179396,40.05640688,51.62896649,66.07193935,101.8407274,198.0618965,219.7340445,19.2953994,35.15331235,32.5872873,43.68423008,75.32346208,152.864409,185.2202149,37.99571919,62.82158568,53.18835232,67.83372947,108.0399975,204.1255732,232.1746616
102,1.10702E+11,137.18,53.5002,37.6703,-95.4842,41.10596684,51.15929156,60.70425417,75.29000124,105.6176093,198.5523293,285.2733419,503.3020506,702.5828644,45.12855722,56.26690117,64.59111287,79.74994975,112.8090499,204.651051,296.7120605,537.9595782,753.3336184,37.89792327,46.26603968,58.60002926,71.67497402,98.45157728,198.5523712,285.2734208,21.12885836,28.47370932,38.20144944,48.89188252,73.31177334,153.2573398,236.7050685,41.60657759,50.88511985,62.35215564,75.92077942,105.155087,204.6510942,296.7121426
103,1.10702E+11,144.23,56.2497,37.1772,-94.3047,38.43609108,51.00474478,56.1927379,67.24446005,115.1510977,208.7379921,314.7241138,424.4189381,463.6961452,39.8127202,55.53971362,61.6888753,73.14574302,128.7724001,236.1245895,325.7216427,438.0323018,479.4134623,35.98409101,44.85814039,49.81164993,59.20062617,96.62534018,161.0742229,301.4894193,18.92810524,27.33301321,33.50317065,41.47008322,75.33367429,136.4498136,248.92063,37.27289916,48.84659813,54.68366155,64.39599315,108.055218,182.2072943,312.024483
